artists,name,danceability,energy,popularity,year
"['Gareth Emery', 'Ashley Wallbridge', 'PollyAnna']",Lionheart (Mixed),0.514,0.8540000000000001,22,2019
"['DJ Hooligan', 'Graham Bell']",Hear You Now (Mixed) - Graham Bell 2019 Remix,0.547,0.93,26,2019
"['Ferry Corsten', 'Gouryella']",Surga,0.413,0.968,25,2019
['Armin van Buuren'],Turn It Up (Mixed),0.542,0.92,20,2019
['MaRLo'],Space Journey (Mixed),0.353,0.895,22,2019
"['Above & Beyond', 'Armin van Buuren']",Show Me Love (Mixed),0.449,0.9690000000000001,25,2019
['Alex Raider'],Ten Years Ago - Radio Edit,0.765,0.8590000000000001,0,2019
['Super8 & Tab'],Trigger (Mixed),0.466,0.715,26,2019
"['Armin van Buuren', 'HALIENE']",Song I Sing (Mixed),0.557,0.871,25,2019
['Marco V'],Avalon (Mixed),0.5670000000000001,0.972,19,2019
"['Markus Schulz', 'Lachi', 'Fisherman']",Far (Mixed) - Fisherman Festival Mix,0.529,0.922,25,2019
"['Ilan Bluestone', 'EL Waves']",We Are The Universe (Mixed),0.5529999999999999,0.841,23,2019
"['Davey Asprey', 'Beatsole']",Allies (Mixed),0.396,0.995,21,2019
"['Assaf', 'Cassandra Grey']",All Of You (Mixed),0.563,0.8590000000000001,23,2019
['Maarten de Jong'],Goodbye (Mixed),0.498,0.966,22,2019
"['Corti Organ', 'Maarten de Jong']",The Joker (Mixed) - Maarten de Jong Remix,0.382,0.943,19,2019
['Andrew Bayer'],Magitek (Mixed),0.506,0.925,25,2019
"['Andrew Rayel', 'HALIENE']",Take All Of Me (Mixed),0.639,0.816,23,2019
['John Askew'],Through The Looking Glass (Mixed),0.479,0.9890000000000001,18,2019
"['Dave Neven', 'Triqz']",Rapture (Mixed),0.42100000000000004,0.92,22,2019
['Rub!k'],Push Back (Mixed),0.462,0.914,21,2019
"['Richard Durand', 'Christina Novelli']",Save You (Mixed),0.45799999999999996,0.775,21,2019
['Cosmic Gate'],Come With Me (Mixed),0.47200000000000003,0.927,24,2019
"['Arctic Moon', 'Shuba']",Cool In My Disaster (Mixed),0.506,0.981,19,2019
['Aly & Fila'],It's All About The Melody (Mixed),0.42,0.9990000000000001,19,2019
"['Artento Divini', 'Davey Asprey']",A.D.D.A. (Mixed),0.44799999999999995,0.919,20,2019
"['Fatum', 'Genix', 'Jaytech', 'Judah']",All In (Mixed),0.61,0.838,23,2019
['Armin van Buuren'],Let The Music Guide You (ASOT 950 Anthem) [Mixed],0.45299999999999996,0.972,21,2019
"['Jase Thirlwall', 'Victoriya']",Dust (Mixed),0.441,0.935,21,2019
"['Key4050', 'Plumb']",I Love You (Mixed),0.507,0.9990000000000001,22,2019
"['Cosmic Gate', 'ForÃªt']",Need To Feel Loved (Mixed),0.483,0.9059999999999999,25,2019
['Cosmic Gate'],The Wave 2.0 (Mixed),0.574,0.904,24,2019
"['Armin van Buuren', 'Shapov']",La RÃ©sistance De L'Amour (Mixed),0.479,0.938,25,2019
"['Darren Porter', 'RAM', 'Natalie Gioia']",One Million Seconds (Mixed),0.473,0.9590000000000001,20,2019
['Chris Schweizer'],Near The End (Mixed),0.436,0.9570000000000001,22,2019
"['Above & Beyond', 'Seven Lions', 'Opposite the Other']",See The End (Mixed),0.469,0.893,25,2019
['Sean Tyas'],Chrome (Mixed),0.29,0.996,20,2019
"['Jurgen Vries', 'Binary Finary']",The Theme (Mixed) - Binary Finary Remix,0.42700000000000005,0.83,19,2019
['Giuseppe Ottaviani'],8K (Mixed),0.462,0.9359999999999999,25,2019
"['Ciaran McAuley', 'Clare Stagg']",All I Want (Mixed),0.47200000000000003,0.956,21,2019
['MaRLo'],The Power Within (Altitude 2019 Anthem) [Mixed],0.56,0.922,21,2019
"['Armin van Buuren', 'Rising Star', 'Alexandra Badoi']",Cosmos (Mixed),0.47100000000000003,0.9420000000000001,23,2019
"['DJ Kim', 'Ben Gold', 'Allen Watts']",Jetlag (Mixed) - Ben Gold & Allen Watts Remix,0.401,0.97,31,2019
"['Roman Messer', 'Cari']",Serenity (Mixed),0.408,0.981,20,2019
"['RAM', 'Stine Grove']",Saving Angel (Mixed),0.325,0.988,21,2019
['Roman Messer'],Magic Fly (Mixed),0.414,0.9790000000000001,25,2019
"['Will Sparks', 'Luciana']",My Spine Is Tingling (Mixed),0.613,0.8059999999999999,23,2019
['Andrew Bayer'],"Parallels, Pt. 2 (Mixed)",0.502,0.8859999999999999,23,2019
"['Scott Bond', 'Charlie Walker', 'Murica']",Can You Hear The Sound (Mixed),0.45399999999999996,0.9590000000000001,20,2019
"['Ferry Corsten', 'Gouryella']",Surga (Mixed),0.42200000000000004,0.924,22,2019
"['Allen Watts', 'Christina Novelli']",My Gravity (Mixed),0.428,0.9940000000000001,21,2019
"['Purple Haze', 'KhoMha']",We Come In Peace (Mixed),0.48,0.74,22,2019
"['Atlantis', 'ReOrder']",Fiji (Mixed) - ReOrder Remix,0.54,0.983,20,2019
"['Roman Messer', 'Davey Asprey']",Eternity (Mixed),0.419,0.9840000000000001,20,2019
['Fatum'],Outlaw (Mixed),0.429,0.927,24,2019
['Avao'],Cosmic Order (Mixed),0.618,0.787,23,2019
"['Shugz', 'Billy Gillies']",The Journey (Mixed),0.37799999999999995,0.99,20,2019
"['Paul Denton', 'Audrey Gallagher']",Beneath The Stars (Mixed),0.335,0.997,21,2019
"['Aly & Fila', 'JES']",I Won't Let You Fall (Mixed) - Uplifting Mix,0.354,0.996,20,2019
"['Arksun', 'Sean Tyas']",Arisen (Mixed) - Sean Tyas Remix,0.248,0.988,20,2019
"['XiJaro & Pitch', 'LightControl']",Whispers Of Time (Mixed),0.33,0.9570000000000001,19,2019
"['Ferry Corsten', 'BT']",1997 (Mixed),0.401,0.973,27,2019
['Fisherman'],Man vs. Machine (Mixed),0.4,0.977,22,2019
"['Super8 & Tab', 'KhoMha']",Stardust (Mixed),0.495,0.7759999999999999,26,2019
['Paul Andrew Sneddon'],This Year (Remastered),0.525,0.36,0,2019
['Paul Andrew Sneddon'],This Year (Remastered),0.525,0.36,0,2019
['Still Woozy'],Habit,0.767,0.392,71,2019
['Lil Uzi Vert'],Futsal Shuffle 2020,0.8809999999999999,0.457,72,2019
['Keiichi Sokabe'],Tokyo 2006 Fuyu,0.405,0.18,0,2019
['Sam Fischer'],This City,0.605,0.377,83,2019
"['Hazy Year', 'C4C']",Melted,0.7959999999999999,0.244,50,2019
['Dikc Squad'],Introducing the Best Puzzy of the Year,0.5539999999999999,0.6709999999999999,0,2019
['Keiichi Sokabe'],Okaeri (2019 New Mix),0.606,0.284,0,2019
"['B.Kierulf', 'J.Schwartz', 'Sassydee']",My Only Wish (This Year),0.6509999999999999,0.691,0,2019
['Keiichi Sokabe'],Osensui (2019 Stereo Mix),0.7959999999999999,0.924,4,2019
"['Morris Ogbowu', 'Eli']",Light Years Away,0.725,0.413,0,2019
['Dikc Squad'],"The King, the Writer & the MC Rhyme Piper",0.721,0.532,16,2019
['Kids Rap Radio'],2008 (The New Year Song),0.797,0.687,1,2019
['Jazz Instrumental Relax Center'],Midnight in New York,0.804,0.213,19,2019
['Jazz Instrumental Relax Center'],Chilling Smooth Jazz,0.8759999999999999,0.0885,15,2019
['Jazz Instrumental Relax Center'],Bossa Jazz Christmas,0.745,0.27899999999999997,15,2019
['Jazz Instrumental Relax Center'],Jazz Lounge,0.754,0.374,24,2019
['Jazz Instrumental Relax Center'],Feeling Good,0.7959999999999999,0.185,18,2019
['Jazz Instrumental Relax Center'],Special Occasion,0.598,0.322,17,2019
['Jazz Instrumental Relax Center'],Midnight Kiss,0.616,0.263,15,2019
['Jazz Instrumental Relax Center'],New Year's Eve Jazz,0.73,0.267,22,2019
['Jazz Instrumental Relax Center'],Essential Jazz Music,0.723,0.23399999999999999,18,2019
['Jazz Instrumental Relax Center'],Happy New Year,0.7090000000000001,0.531,15,2019
['Jazz Instrumental Relax Center'],Good Mood,0.7390000000000001,0.406,15,2019
['Jazz Instrumental Relax Center'],Night Selection,0.648,0.332,15,2019
['Jazz Instrumental Relax Center'],Secrets of Good Vibes,0.58,0.384,15,2019
['Jazz Instrumental Relax Center'],Feel the Rhythm,0.6890000000000001,0.267,16,2019
['Jazz Instrumental Relax Center'],Soft Background Music,0.7290000000000001,0.322,16,2019
['Jazz Instrumental Relax Center'],Pink Champagne,0.767,0.501,15,2019
['Jazz Instrumental Relax Center'],New Years Celebration,0.752,0.507,19,2019
['Jazz Instrumental Relax Center'],Lights in the City,0.667,0.23399999999999999,14,2019
['Jazz Instrumental Relax Center'],2020 Midnight Party,0.7090000000000001,0.653,20,2019
['Jazz Instrumental Relax Center'],Cocktail in Jazz Lounge,0.77,0.478,15,2019
['Jazz Instrumental Relax Center'],Romantic Dinner,0.6779999999999999,0.42200000000000004,15,2019
['Jazz Instrumental Relax Center'],Glamour Life,0.726,0.385,15,2019
['Jazz Instrumental Relax Center'],Chamber Night,0.787,0.508,15,2019
['Jazz Instrumental Relax Center'],One Night in a Jazz Club,0.581,0.435,14,2019
['Jazz Instrumental Relax Center'],Intense Emotions,0.779,0.516,15,2019
['Jazz Instrumental Relax Center'],Feel the Magic,0.618,0.636,15,2019
['Jazz Instrumental Relax Center'],Christmas Holidays,0.67,0.342,18,2019
['Jazz Instrumental Relax Center'],Chill for Happy Ending,0.7490000000000001,0.397,19,2019
['Jazz Instrumental Relax Center'],Cocktail Party,0.728,0.32,16,2019
['Jazz Instrumental Relax Center'],Mellow Music,0.809,0.435,15,2019
"['Frank Latanika', 'Osvaldo Carreira']",Year Of The Cat,0.736,0.5710000000000001,2,2019
['WYS'],Snowman,0.7170000000000001,0.193,70,2019
['Juice WRLD'],Let Me Know (I Wonder Why Freestyle),0.635,0.537,78,2019
['Ulrich Schnauss'],In Between the Years - 2019 remaster,0.204,0.49,4,2019
['Niall Horan'],Put A Little Love On Me,0.584,0.465,72,2019
['The Kid LAROI'],Let Her Go,0.763,0.542,74,2019
['XXXTENTACION'],ATTENTION!,0.9540000000000001,0.41,70,2019
['XXXTENTACION'],Ex Bitch,0.835,0.462,74,2019
['Roddy Ricch'],Boom Boom Room,0.828,0.5429999999999999,68,2019
['Tay Money'],Bussin,0.858,0.519,65,2019
['Roddy Ricch'],War Baby,0.6629999999999999,0.706,64,2019
"['XXXTENTACION', 'PnB Rock', 'Trippie Redd']",bad vibes forever,0.8,0.526,73,2019
['Lil Loaded'],6locc 6a6y,0.871,0.7020000000000001,66,2019
"['Roddy Ricch', 'Mustard']",High Fashion (feat. Mustard),0.831,0.499,81,2019
['Ulrich Schnauss'],Ten Years - 2019 Version,0.35700000000000004,0.617,4,2019
"['Ir Sais', 'Rauw Alejandro']",Dream Girl - Remix,0.767,0.643,77,2019
"['The Chainsmokers', 'Bebe Rexha']",Call You Mine,0.585,0.696,78,2019
"['Liam Payne', 'Quavo']",Strip That Down (feat. Quavo),0.873,0.495,72,2019
['Ayo & Teo'],Last Forever,0.635,0.722,71,2019
"['The Chainsmokers', 'ILLENIUM', 'Lennon Stella']",Takeaway,0.528,0.511,78,2019
['Steely Dan'],Reelin' In The Years,0.52,0.759,1,2019
['Jake Scott'],Favorite T-Shirt,0.85,0.556,64,2019
['Roddy Ricch'],The Box,0.8959999999999999,0.586,89,2019
"['Roddy Ricch', 'A Boogie Wit da Hoodie']",Tip Toe (feat. A Boogie Wit da Hoodie),0.757,0.6729999999999999,67,2019
"['Roddy Ricch', 'Gunna']",Start Wit Me (feat. Gunna),0.8859999999999999,0.479,71,2019
['Tate McRae'],stupid,0.6729999999999999,0.58,75,2019
['Taylor Swift'],Christmas Tree Farm,0.598,0.68,76,2019
['Halsey'],Finally // beautiful stranger,0.626,0.55,67,2019
"['Roddy Ricch', 'Ty Dolla $ign']",Bacc Seat (feat. Ty Dolla $ign),0.7829999999999999,0.524,73,2019
"['Danijel Kostic', 'West.K']",Hope,0.615,0.929,5,2019
['Harry Styles'],Adore You,0.6759999999999999,0.7709999999999999,75,2019
['Alex Raider'],Sonar - Rework 2019 Radio Edit,0.637,0.892,0,2019
"['Camila Cabello', 'DaBaby']",My Oh My (feat. DaBaby),0.7240000000000001,0.491,81,2019
['Alex Raider'],Yawal - Rework 2018 Radio Edit,0.877,0.65,0,2019
"['Roddy Ricch', 'Meek Mill']",Peta (feat. Meek Mill),0.778,0.573,68,2019
"['The Chainsmokers', '5 Seconds of Summer']",Who Do You Love,0.51,0.846,75,2019
['Alex Raider'],Aztec - Rework 2019 Radio Edit,0.8340000000000001,0.915,0,2019
['Eyedress'],Jealous,0.474,0.9209999999999999,70,2019
['Tritemyo'],Mental Knowledge - Rework 2017 Radio Edit,0.82,0.893,0,2019
"['Jantika', 'Katarina July']",Happy New Year 2012 - Instrumental Mix,0.7,0.525,6,2019
"['Roy Batty', 'Franky Trova']",Miami 2018 - Radio Edit,0.797,0.9740000000000001,0,2019
['Alex Raider'],Yonaguni - Rework 2019 Radio Edit,0.8240000000000001,0.8170000000000001,0,2019
['Croatia Squad'],Pop Your Pussy - 2019 Rework,0.804,0.953,0,2019
['Acrimony'],Million Year Summer,0.174,0.95,2,2019
['Lil 2z'],2z Don Corleon,0.847,0.444,63,2019
['Dean Amo'],Years Of Inversion & Dedication,0.608,0.858,0,2019
['Los Hermanos Jinetes'],2000 Light Years from Home,0.518,0.516,0,2019
"['Mulatto', 'Trina', 'Saweetie']",B*tch From Da Souf (Remix),0.8340000000000001,0.531,63,2019
['4Tu'],Mary and Chris must give to all a happy new year (Merry christmas 2019 and happy 2020),0.7170000000000001,0.733,0,2019
['Starlite Ensemble'],Happy New Year,0.611,0.31,0,2019
"['B.Kierulf', 'J.Schwartz', 'Sassydee']",My Only Wish (This Year),0.6509999999999999,0.691,1,2019
['Sassydee'],My Only Wish (This Year),0.6509999999999999,0.691,0,2019
"['E.Pola', 'G.Wyle', 'Countdown Singers']",It's the Most Wonderful Time of the Year,0.495,0.485,1,2019
['Countdown Singers'],It's the Most Wonderful Time of the Year,0.495,0.485,0,2019
['NF'],PAID MY DUES,0.812,0.784,70,2019
"['Upchurch', 'Katie Noel']","Hey Boy, Hey Girl",0.6609999999999999,0.516,64,2019
['Sestrumer'],Fragile - Demo Version 2006,0.506,0.556,0,2019
['Sestrumer'],Aria D'inverno - Demo Version 2006,0.527,0.706,0,2019
['Sestrumer'],Risvegliami - Demo Version 2006,0.662,0.45899999999999996,0,2019
['Sestrumer'],Disuguale - Demo Version 2006,0.546,0.727,0,2019
['Sestrumer'],Invalicabile - Demo Version 2006,0.355,0.685,0,2019
['Sestrumer'],Invalicabile - Studio Version 2009,0.204,0.765,0,2019
['Sestrumer'],Fragile - Studio Version 2009,0.44299999999999995,0.652,0,2019
['Sestrumer'],Disuguale - Studio Version 2009,0.495,0.764,0,2019
['Sestrumer'],Risvegliami - Studio Version 2009,0.52,0.6709999999999999,0,2019
['Sestrumer'],Aria D'inverno - Studio Version 2009,0.45799999999999996,0.789,0,2019
['Healthful Serena'],2020 New Year Resolutions,0.11,0.18,0,2019
['Healthful Serena'],New Year Revolution,0.155,0.0687,0,2019
['Song a Day'],Eleven Years of Song a Day,0.792,0.442,0,2019
['Explorer2000'],A Californian Ride,0.622,0.654,0,2019
['Explorer2000'],Chase Scene Neo Tokyo,0.726,0.374,0,2019
['Explorer2000'],On The Run,0.521,0.701,0,2019
['Explorer2000'],Digitization,0.5329999999999999,0.369,0,2019
['Fizzonaut'],Tepid Rainscape,0.0,0.000261,68,2019
['FÃ¨is Fhoirt CÃ¨ilidh Trail'],The New Year's Waltz,0.265,0.21100000000000002,0,2019
"['Kacey Musgraves', 'Troye Sivan']",Glittery - From The Kacey Musgraves Christmas Show,0.509,0.307,72,2019
['Ledisi'],What Are You Doing New Year's Eve?,0.53,0.326,5,2019
['Los Dos Carnales'],Vida Ventajosa,0.735,0.524,75,2019
"['Grupo Firme', 'Marca MP']",El GÃ¼ero (Feat. Marca MP),0.625,0.5539999999999999,76,2019
['Pink Floyd'],"High Hopes - Early Version, 1994 Recording",0.608,0.259,32,2019
['Pink Floyd'],Wish You Were Here - Live at Knebworth 1990,0.418,0.382,33,2019
"['India.Arie', 'Joe Sample', 'Tori Kelly']",Favorite Time Of Year,0.513,0.6990000000000001,7,2019
['Gregorian'],20 Years,0.544,0.5589999999999999,12,2019
"['The Partysquad', 'Paul Elstak']",Oh My - Paul Elstak Hardcore 2018 RFX,0.598,0.95,23,2019
['Pink Floyd'],Shine On You Crazy Diamond (Parts 1-5) - Live at Knebworth 1990,0.24100000000000002,0.452,29,2019
['Pink Floyd'],One Slip - Remix 2019,0.5670000000000001,0.556,31,2019
['Pink Floyd'],Lost for Words - Tour Rehearsal 1994,0.667,0.45899999999999996,30,2019
['Hotboiiiifiesty'],Wassup(trapper Of Da Year Freestyle),0.736,0.39799999999999996,0,2019
['Hotboiiiifiesty'],Wassup(trapper Of Da Year Freestyle),0.736,0.39799999999999996,0,2019
['Pink Floyd'],Us and Them - 2019 remix [Live],0.337,0.379,29,2019
['Pink Floyd'],Learning to Fly - 2019 remix [Live],0.322,0.621,30,2019
['Pink Floyd'],Run Like Hell - 2019 remix [Live],0.446,0.915,28,2019
['Matt Mason'],Good Year for the Outlaw,0.598,0.883,10,2019
['Pink Floyd'],On the Turning Away - Remix 2019,0.442,0.387,29,2019
['Pink Floyd'],Sorrow - Remix 2019,0.469,0.59,31,2019
['Alex Raider'],Gobekli Tepe - Rework 2017 Radio Edit,0.7440000000000001,0.887,0,2019
['Osmyo'],Belize - Rework 2017 Radio Edit,0.773,0.9009999999999999,0,2019
"['Matt Darey', 'Li Kwan']",Point Zero - 2003 Mix,0.502,0.912,2,2019
['Pink Floyd'],Comfortably Numb - Live at Knebworth 1990,0.226,0.578,30,2019
['Pink Floyd'],Marooned Jam - 1994 Recording,0.348,0.473,30,2019
"['Bingo Players', 'Robin Aristo']",1000 Years - Robin Aristo Remix,0.647,0.97,4,2019
"['Matt Darey', 'Lost Tribe']",Back 2 The Future - Original 2003 Edit,0.682,0.8490000000000001,1,2019
['4Tu'],Mary and Chris Must Give to All a Happy New Year (Happy New Year 2020),0.73,0.722,0,2019
"['Tinlicker', 'Thomas Oliver']",Need You,0.665,0.747,3,2019
['Trap Remix Guys'],It's the Most Wonderful Time of the Year (Trap Remix),0.732,0.7,19,2019
"['Grum', 'Natalie Shay']",Stay,0.54,0.846,5,2019
['Dj. Juliano BGM'],Favorite Time Of Year,0.5670000000000001,0.42200000000000004,0,2019
['Smooth Jazz Family Collective'],New Yearâ€™s Promises,0.665,0.33299999999999996,0,2019
['Smooth Jazz Family Collective'],Year of Surprises,0.722,0.315,0,2019
"['Blake Sheridan', 'Adison Rose Schlauder']",It's the Most Wonderful Time of the Year,0.28,0.45799999999999996,0,2019
['Olivia Rodrigo'],"All I Want - From ""High School Musical: The Musical: The Series""",0.376,0.43,82,2019
"['B.Kierulf', 'J.Schwartz', 'Sassydee']",My Only Wish (This Year),0.6509999999999999,0.691,0,2019
['Countdown Singers'],It's the Most Wonderful Time of the Year,0.495,0.485,3,2019
"['Surf Mesa', 'Emilee']",ily (i love you baby) (feat. Emilee),0.674,0.774,86,2019
['SeaNator'],Happy New Year 2015,0.804,0.75,0,2019
['Non-'],Yearn,0.0798,0.45399999999999996,0,2019
['Ben Cook-Feltz'],This Broken Heart - 2004 Version,0.611,0.268,0,2019
['Amy Grant'],It's The Most Wonderful Time Of The Year - Remastered 2007,0.447,0.36200000000000004,4,2019
['Trippie Redd'],Leray,0.774,0.195,68,2019
['Trippie Redd'],Who Needs Love,0.85,0.516,74,2019
['Starlite Ensemble'],Happy New Year,0.611,0.31,0,2019
['Jason Aldean'],Got What I Got,0.512,0.58,75,2019
['Lewis Capaldi'],Before You Go,0.45899999999999996,0.575,85,2019
['Gordon Davidson'],The Year Of Our Lord 2019,0.735,0.49,0,2019
['Jazz Instrumental Relax Center'],Happiest Time of the Year,0.7240000000000001,0.379,0,2019
['Trippie Redd'],Love Sick,0.861,0.7120000000000001,64,2019
['YNW Melly'],Suicidal,0.735,0.369,79,2019
['Sassydee'],My Only Wish (This Year),0.6509999999999999,0.691,0,2019
['Countdown Singers'],It's the Most Wonderful Time of the Year,0.495,0.485,1,2019
['Trippie Redd'],Love Me More,0.638,0.539,69,2019
['24kGoldn'],VALENTINO,0.746,0.7170000000000001,77,2019
['24kGoldn'],GAMES ON YOUR PHONE,0.6829999999999999,0.607,66,2019
"['Trippie Redd', 'Juice WRLD', 'YNW Melly']",6 Kiss,0.687,0.449,72,2019
['Flipp Dinero'],Leave Me Alone,0.792,0.743,72,2019
"['Trippie Redd', 'DaBaby']",Death,0.802,0.82,67,2019
['Alex Raider'],Caustic Potash - Rework 2019 Radio Edit,0.6509999999999999,0.976,0,2019
['24kGoldn'],CITY OF ANGELS,0.6859999999999999,0.541,79,2019
"['YNW Melly', '9lokknine']",223's (feat. 9lokknine),0.932,0.547,70,2019
['Bingo Players'],1000 Years,0.6679999999999999,0.74,8,2019
['Alex Raider'],Just A Fool Guy - Rework 2019 Radio Edit,0.644,0.99,0,2019
['Alex Raider'],Chichen Itza - Rework 2016 Radio Edit,0.8190000000000001,0.943,0,2019
['Alex Raider'],Renalcoholic - Rework 2018 Radio Edit,0.723,0.977,0,2019
"['Rupert Gerstacker', 'Alex Raider']",Through The Jungle - Alex Raider 2019 Radio Edit,0.715,0.98,0,2019
['The Sound Alchemyst'],Potion - Rework 2017 Radio Edit,0.696,0.9490000000000001,0,2019
['A Day To Remember'],Resentment,0.512,0.9520000000000001,67,2019
['Gracie Abrams'],Stay,0.618,0.37,72,2019
['Maggie Rogers'],Love You For A Long Time,0.7070000000000001,0.67,72,2019
['Bad Bunny'],Vete,0.8859999999999999,0.672,79,2019
['Faouzia'],Tears of Gold,0.5870000000000001,0.664,69,2019
['Falling In Reverse'],Popular Monster,0.461,0.897,76,2019
['Lewis Capaldi'],Before You Go,0.45899999999999996,0.575,84,2019
"['Twenty 4 Seven', 'Ruud Van Rijen']",I Can't Stand It (Rvr Remaster 2019),0.6729999999999999,0.934,17,2019
['Matt Braunger'],9-Year-Old Girls (Jfl 2016),0.633,0.581,1,2019
['Jermaine Fowler'],16-Year-Old Moms (Jfl 2013),0.6629999999999999,0.34700000000000003,1,2019
['Harry Styles'],Watermelon Sugar,0.5479999999999999,0.816,79,2019
['ç¨²è‘‰æ›‡'],Lost Umbrella,0.721,0.9179999999999999,68,2019
['Jamix Project'],Battle of the Year Belarus 2013,0.675,0.983,5,2019
['Cloud City Machine'],2000 Years of Work,0.591,0.0372,0,2019
['Kacey Musgraves'],All Is Found - Kacey Musgraves Version,0.43799999999999994,0.19,65,2019
"['Idina Menzel', 'AURORA']",Into the Unknown,0.32299999999999995,0.405,77,2019
['Lady A'],Ocean,0.58,0.36,67,2019
['Kristen Bell'],The Next Right Thing,0.29600000000000004,0.11900000000000001,65,2019
['Kaash Paige'],Love Songs - Bonus,0.6409999999999999,0.355,74,2019
"['Idina Menzel', 'Evan Rachel Wood']",Show Yourself,0.321,0.429,74,2019
['Josh Gad'],When I Am Older,0.73,0.326,69,2019
['Jonathan Groff'],Lost in the Woods,0.366,0.478,68,2019
['Half-Handed Cloud'],Nativity Costume (2000 Year's Eve),0.529,0.31,3,2019
['Luh Kel'],Wrong,0.745,0.728,73,2019
"['BENEE', 'Gus Dapperton']",Supalonely,0.863,0.631,82,2019
"['CHROMANCE', 'Marcus Layton']",Wrap Me In Plastic - Marcus Layton Radio Edit,0.917,0.612,73,2019
['Luh Kel'],BRB,0.83,0.602,64,2019
['Osa Boone'],2018 (Last Year),0.8390000000000001,0.693,0,2019
"['Flipp Dinero', 'Lil Baby']",How I Move (feat. Lil Baby),0.826,0.635,68,2019
['Luh Kel'],Pull Up,0.8029999999999999,0.569,68,2019
['Chill Out 2018'],Same Time Next Year,0.518,0.62,0,2019
['Kraan'],"Nachtfahrt - Live, 2010 Krefeld",0.526,0.9,5,2019
['Paco DJ'],The Last Day of the Year,0.764,0.7040000000000001,0,2019
['Kraan'],"Let's Take a Ride - Live 2009, Karlsruhe",0.379,0.768,3,2019
['Lil Peep'],ghost boy,0.662,0.586,70,2019
['Panic! At The Disco'],Into the Unknown - Panic! At The Disco Version,0.456,0.828,71,2019
"['Lil Peep', 'Lil Tracy']",witchblades,0.642,0.5379999999999999,79,2019
['Lady A'],What If I Never Get Over You,0.5760000000000001,0.7240000000000001,68,2019
"['Amira Willighagen', 'Kevin Leo', 'Jonathan Roxmouth', 'Boki', 'Monique Steyn', 'Timothy Moloi', 'Touch Of Class', 'Jannie Moolman', 'Elvis Blue', 'Corlea', 'Tarryn Lamb', 'Siki Jo-An', 'Demi Lee Moore']",The Living Years - Live At Sun Arena Pretoria / 2019,0.371,0.618,14,2019
['Kraan'],"Vollgas ahoi - Live, 2010 Dortmund",0.303,0.9540000000000001,3,2019
['Kraan'],"Borgward - Live, 2010 Dortmund",0.337,0.92,4,2019
['Kraan'],"Kraan arabia - Live, 2008 Esslingen",0.552,0.7829999999999999,5,2019
['Alex Raider'],Justify - Rework 2016 Radio Edit,0.8,0.917,0,2019
['COSMK'],A Millon Years,0.47,0.0236,0,2019
